timestamp,location_id,metric,value,unit
2026-09-16T00:00:00Z,facility_001,electricity_price,28.01,USD/MWh
2026-09-16T00:00:00Z,facility_001,carbon_intensity,0.2001,tCO2e/MWh
2026-09-16T00:00:00Z,facility_001,facility_load,14.0,MWh
2026-09-16T01:00:00Z,facility_001,electricity_price,28.05,USD/MWh
2026-09-16T01:00:00Z,facility_001,carbon_intensity,0.2006,tCO2e/MWh
2026-09-16T01:00:00Z,facility_001,facility_load,14.78,MWh
2026-09-16T02:00:00Z,facility_001,electricity_price,28.34,USD/MWh
2026-09-16T02:00:00Z,facility_001,carbon_intensity,0.2027,tCO2e/MWh
2026-09-16T02:00:00Z,facility_001,facility_load,15.5,MWh
2026-09-16T03:00:00Z,facility_001,electricity_price,29.63,USD/MWh
2026-09-16T03:00:00Z,facility_001,carbon_intensity,0.2104,tCO2e/MWh
2026-09-16T03:00:00Z,facility_001,facility_load,16.12,MWh
2026-09-16T04:00:00Z,facility_001,electricity_price,33.9,USD/MWh
2026-09-16T04:00:00Z,facility_001,carbon_intensity,0.2316,tCO2e/MWh
2026-09-16T04:00:00Z,facility_001,facility_load,16.6,MWh
2026-09-16T05:00:00Z,facility_001,electricity_price,44.03,USD/MWh
2026-09-16T05:00:00Z,facility_001,carbon_intensity,0.2769,tCO2e/MWh
2026-09-16T05:00:00Z,facility_001,facility_load,16.9,MWh
2026-09-16T06:00:00Z,facility_001,electricity_price,60.75,USD/MWh
2026-09-16T06:00:00Z,facility_001,carbon_intensity,0.3498,tCO2e/MWh
2026-09-16T06:00:00Z,facility_001,facility_load,17.0,MWh
2026-09-16T07:00:00Z,facility_001,electricity_price,78.28,USD/MWh
2026-09-16T07:00:00Z,facility_001,carbon_intensity,0.4336,tCO2e/MWh
2026-09-16T07:00:00Z,facility_001,facility_load,16.9,MWh
2026-09-16T08:00:00Z,facility_001,electricity_price,86.0,USD/MWh
2026-09-16T08:00:00Z,facility_001,carbon_intensity,0.4918,tCO2e/MWh
2026-09-16T08:00:00Z,facility_001,facility_load,16.6,MWh
2026-09-16T09:00:00Z,facility_001,electricity_price,78.28,USD/MWh
2026-09-16T09:00:00Z,facility_001,carbon_intensity,0.4918,tCO2e/MWh
2026-09-16T09:00:00Z,facility_001,facility_load,16.12,MWh
2026-09-16T10:00:00Z,facility_001,electricity_price,60.76,USD/MWh
2026-09-16T10:00:00Z,facility_001,carbon_intensity,0.4337,tCO2e/MWh
2026-09-16T10:00:00Z,facility_001,facility_load,15.5,MWh
